回复数,标题,Tid
4,谁耳机掉了,7766869578
8,打LOL买不起降噪鼠标,7764494819
17,好莱客一楼大叔真是太有爱啦,7765214875
9,10JQKA,7733266335
4,仙溪的xdm西门有假条能出不,7765591119
33,22考研调剂，报考南农兽医专硕，298分，可以调剂到贵校吗,7734563444
19,iQOOneo5s 骁龙888 2250,7764699894
4,校医室给病假条简单吗,7324963980
2,电表,7762382740
0,今天能出校门了吗？,7766666239
5,刚签的邦普,7719221061
20,丝丝小雨下的江湾校区一角,7765969732
3,出全新2023考研数学复习全书基础篇,7761701793
225,雄狮少年是建国以来唯一一部能超越迪斯尼经典动画制作水平的大片,7680177455
17,今天吃一波关东煮,7766047995
2,出入证现在能用吗，会被拦吗,7766143663
23,校内叫警察来查电动，有意思吗？,7751795381
1,23考研,7766026437
13,这豆腐好贵啊,7765712410
10,分享一个江湾校区最近挺火的取景点,7753907714
33,不会吧 不会又要封校吧,7765199646
14,吧主审核?,7765386062
21,保安说新通知：请假了也不能出校门然后有个靓仔拿着个卡骑个单车,7759049923
2,农业管理调剂,7765443735
4,展示🐭🐭们团结一致的时候到了,7765234255
3,想了解一下社会工作专业近三年的就业情况,7751003927
23,屠尼家今天的饭,7764925917
48,如果高考再低30分，你的选择是？？？,7762020631
8,我们学校有这么好看的吗？,7765145023
27,没人觉得校园网又贵又慢还不稳定吗,7733101320
2,别入坑中公,7764611376
123,【社团介绍】【佛大自行车协会】,5804701951
9,仙溪校区和江湾校区各有什么优缺点,7428396348
17,跪求贵校的考研群,7164547740
7,四人用的洗衣机有什么推荐的吗,6991982896
9,想加考研群😭😭,7757495115
43,佛科大和广二师报哪家比较好，文科2万6千名，纠结死,7430452303
2,求学科数学学长学姐联系方式,7764779871
3,佛大有玩哈利波特手游的吗,7764631207
10,想出国读硕有没有已经出国的学长给点建议,7716677088
9,外卖被偷了，商家要求另付钱才能补送,7763134868
5,佛专的蚊子是什么水平？,7764287730
0,怎么回事呢，为什么20和19年的就业质量报告打不开呢，有懂哥,7764767881
11,求助贴吧朋友们,7763791888
15,封校到什么时候吗,7763783555
0,0854调剂323有机会吗,7764598275
,,
10,电动车出售，可小刀,7764169385
28,学校有没有喜欢音游的小可爱呀,7078286746
3,干净又卫生啊兄弟们,7763467060
10,不懂就问，,7761594171
3,刚刚玩了超级qq秀,7764235057
7,捞思政专业的宝,7462656449
6,江湾体育馆的健身房要钱吗,7763889320
10,兄弟们蚌埠住了,7763846227
0,有兼职派发传单的师弟师妹吗？,7764183817
6,🐭🐭们，政治经济学好难 emo了,7763307592
1,关于清风楼后门的外卖,7763607086
16,仙溪有没有打麻将的,7757056994
11,图书馆为什么今天又不开空调了，热死了,7762763800
18,关于被强制要求做互联网+项目这件事,7761276436
0,仙溪校区招外卖员 不用送上楼 需要自己有车 包两餐,7763844718
2,留级是上学期留还是下学期留还是都可以,7763063285
6,仙溪饭堂太恶劣了！！,7748372960
1,偷外卖biss,7763725892
19,鼠鼠今天吃了顿好的,7756899828
5,学校南门可以直接进去吗,7763535027
8,考研,7494933667
10,一个菜就够了,7763439309
1,请问我们学校有二手学习资料购买群吗,7758959182
6,【转专业】转专业,7763231636
23,大伙们今天学习了吗,7761749728
0,有医学院的师兄师姐在吗？,7763067246
30,今天吃一顿好的,7762234867
25,有没有自动化，想问下毕设能不能做嵌入式linux的,7761435110
14,大道消息:小道消息不见了,7761586549
0,仙溪招外卖员，不用送上楼，每天单量很平均送餐时间两小时出头，,7762860202
20,大的💊来了,7754748621
19,江湾驾校推荐,7734392680
7,请问有师兄师姐知道佛科考研现代教育技术的参考目录吗？,6620323967
29,有人看段子，有人照镜子😭😭😭,7761475679
9,今天下午江湾全员检测,7761424652
42,又上当了又上当了,7761431310
3,有人知道佛山的医院补牙花费大概多少吗？,7761403949
7,江湾又要全员核酸检测吗？,7761228294
25,为什么啊为什么啊为什么啊😭😭😭😭,7761016676
5,找兼职长期,7761796779
15,有没有hxd拉我进江湾的外卖群,7550540671
4,毕业论文的目录也是查重的一部分吗,7759184290
2,收个洗衣机呀,7731848548
3,出售二手电动车,7756936578
19,今天也要好好吃饭呀,7760969788
17,hxdm，江湾体测多少合格啊有人说50有人说60。。。。,7059766626
2,🐭🐭永不为奴,7760316491
10,8u们，有谁喜欢恰这个吗,7761676775
26,都来说说这次疫情对更大的影响,7743639570
2,有没有动物医学的一起创业找工作的,7761884600
,,
20,考考大家。,7760068666
22,对不起，我错了,7759760968
43,今天吃了早餐,7757563496
2,GIS期末是上机考还是笔试,7761156254
4,还好赶上了时候,7761619526
4,不能准时做到的事为什么要提前等？,7761409061
2,关于电信学霸卡,7761476560
2,求仙溪校区无领导线下群,7761626011
9,仙溪可以通过242出去吗？,7759881432
8,又是一周了,7759816064
6,校园打印，价格美丽,7745210920
10,我的评价是寄了,7760034118
3,仙溪佛科院新店,7761020321
10,在美团每日优选买的东西，可以送进学校吗,7759955471
4,捞一下思政的崽崽们,7477384730
5,麻了，辣鸡校园网,7751731644
,,
0,校园外卖互助,7759348437
4,南门现在是怎么样 已经不能出了嘛,7759193206
0,想要送外卖的联系我，招外卖员,7759338553
6,急求兼职群,7757877359
0,学生送餐兼职,7759265002
1,有2022年自控手抄真题，有需要的私聊,7759085711
33,怎么肥四啊,7754623004
0,招聘兼职送餐员#佛山科学技术学院#,7759172009
4,会通楼咋还送热风？🐭🐭要热死了,7759090386
7,请问大家点外麦都有什么平台,7758220691
15,无语住了啊,7758839765
6,补考考考考,7742577112
4,画饼充饥🫓,7757588885
0,佛山易本书——绿色阅读·书循环有奖活动！,7759010027
19,仙溪难民去江湾搬宿舍的话，可以自己选有空床位的宿舍吗还是服从,7757968066
2,啥时候能开空调啊,7758849608
0,有周三去江湾笔试的同学吗,7758947899
0,蹲个学科数学的师哥师姐，求个复试资料，价格私聊,7758719493
0,江湾中门什么回事,7758598546
25,铁咩！没有植物蛋白！,7757911938
3,宿舍,7758210994
8,江湾附近的租房在哪里可以找到,7757119530
9,卷麻了,7755780605
1,请问畜牧专硕复试都考哪些科目呀,7742452451
16,为什么会通楼的空调越开越热啊？,7756724069
4,有没有上岸的师兄师姐有434国际商务专业基础专业课的资料可以买,7551964382
34,九月份有没有学费便宜一点的学校召生,7757051942
8,跑步运动走起～,7756951404
1,兄弟们帮帮忙,7757739089
28,整点阴谋论,7724926381
54,改名成功了吗,7753130357
31,大四整这一出 人麻了,7721362655
4,求教学周历,7757612184
65,好家伙，筹建比更名来的实在,7754255175
346,佛科指南（仅限仙溪校区）,7423088292
20,有没有大二转专业成功的先例,7756955770
0,有人要一起拼校园网吗,7757570441
37,等12点一到我就是9级仌,7757202846
45,这tm是什么✓8学校啊,7753163959
5,今天吃顿好的,7755883281
4,气急败坏😅😅😅,7756953904
37,大声说出来那个字,7734530853
8,图书馆是不是快开？到了学生搞卫生这一步了,7756731784
0,寻找贵校研究生（数学）的师兄师姐们,7757166803
1,图书馆开了吗,7756482596
10,师生同堂,7755373224
0,江湾居民楼有出租的吗 短租,7756583998
2,江湾校区现在能自由进出嘛,7756428983
31,舍友的菜看起来很好恰,7755790360
51,同学们，热水问题只是暂时的，一切都会过去的😃,7739713171
,,
2,有人卖兽医专业的兽医生理、病理、微生物、免疫的资料吗？,7753118806
8,校园网网网,7741663058
6,兽医专硕调剂,7752524312
0,继教院宿舍,7756119951
0,文教出笔试时间了吗？,7756083314
10,中门的智商税,7754734487
1,周末各个学院的教务处有老师工作吗？,7755871016
6,现在仙溪能自由出吗?,7754748265
8,德育证明是怎么整的辅导员好像也不知道,7743951447
1,本部外卖福利协会会长在此,7684838773
12,12345最大的饼,7755599091
7,求助，请问一下校羽毛球馆该怎么申请啊,7755304305
34,转专业面试+笔试,7752785979
20,现在仙溪西门可以直接粤康码进吗？,7754206797
16,奢侈一把之后，回归生活,7755362877
1,转专业   动物医学,7755739646
8,德育证明是什么，哪里可以弄到???,7755628445
2,"学科英语教学初试375，不知能否调剂到贵校，球球路过的学长学姐捞捞孩子。/:heart 用学科教学英语调剂还是换专业调剂成功率大呢？
【学长学姐们万事万般喜/:",7753504890
0,收小冰箱啦，师兄师姐们有意出的私我,7755578216
3,求自控原理考研真题！！有偿！！,7755408310
8,学校什么时候才能解封,7754319452
19,神龙哥再世竟逼出一代带文豪,7754611649
7,家人们江湾有封校吗？,7755182014
2,想问江湾有封校吗,7755379472
60,我要考佛山科学技术学院,7287383144
27,鼠鼠今天要吃顿好的,7754503796
5,请问各位佛大的校友，佛大最近有相关的招聘会没？我们企业想要招,7731741161
6,江湾现在可以出去吗,7754742106
0,qq大家，材料力学网课在哪个APP上？,7755269834
6,计算机二级,7750915900
21,也许，未来叫广东理工大学,7753920417
27,赢了！！！！,7724770496
35,发生甚么事情,7744273200
36,大声说出那个字,7748447616
23,每天与校园网斗智斗勇,7752328828
0,收🛵！有人出🛵吗！,7754976011
39,有没有人知道仙溪校区什么时候可以不用请假出去啊？辅导员真的！,7752063178
23,哪个学院这么牛啊,7752879387
24,论被平时分拉后腿这件事,7753987876
0,自用台式机电脑甩卖,7754796785
10,转专业思政师范。。笔试到底考啥啊,7753548417
30,请问下佛山科学技术学院是怎么从佛山大学降级到这个学院的？,7749291452
1,学校有没有玩逆向的,7751054746
9,想转口腔的来集合一下吗，然后探讨一下英语成绩,7743919594
22,鼠鼠今天的午饭,7754132020
8,洗澡水系统真lj,7744215380
4,绩点3.26什么水平，可以转专业吗,7753097171
14,寄希望于申请的同学都转其他专业,7754287483
19,转专业的求助！,7752225509
0,转专业求助,7754409819
,,
5,佛科院仙溪校区跨学院转专业换宿舍吗？,7753931710
7,改名画大饼,7754023397
6,求佛科兽医资料，有偿,7753097049
5,佛带的au都在哪里嘛,7753793824
24,好兄弟们，学校的校园邮箱是神马？,6504950163
30,明天就3.10了,7753340654
23,鼠鼠今天的午饭,7752862242
7,有思政大一的朋友不，我要转过来了,7746687724
6,转专业汉语言文学,7753961660
8,想知道法学有多少人申请转,7752947291
6,242,7752975474
10,求一个江湾校区的师弟师妹帮忙跑腿,7749298254
18,鼠鼠们要好好吃饭,7753337729
2,真的是磨洋工,7753684855
1,有懂的xd吗,7751974283
4,啥时候评学年的学业奖学金呢,7555801412
12,请问本部校外人士能进去吗,7750255136
0,封校,7753657918
13,去你🐴，校园网,7752229273
10,辣鸡校园网,7751777593
43,今天刚刚收到佛科的复试通知，专业 现代教育技术，复试：信息技,6698580307
21,打开一看，十个帖子八个在喷校园网，我的建议是：加大力度！,7752736850
20,重头开始了,7752188678
24,兄弟们在吃饭吗，我吐了,7744824200
9,为什么江湾体育馆10点就关了,7750035501
21,破学校，车都不给开了,7746197423
10,江湾现在结束封校了么？,7749679342
46,远古时期的佛大和我小时候跟妈妈在佛大里,6762395062
0,辣鸡校园网🤭，还是流量舒服,7752789386
19,好慢啊，爆哭,7751409848
15,22考研，土木水利专硕283，可以调剂到佛科院吗,7743991102
2,土木水利求调剂,7752525176
8,佛山市口腔医院正畸,7490356296
12,请问贵校的计算机类专业实力强不强？,7658046807
9,招送外卖，2元一单，送上楼，可以提供车，包两餐,7751100787
0,计算机二级,7752117889
0,找兼职(江湾),7752019329
13,学校跑76公里有要求什么软件吗,7748617173
0,校内叫警察来查电动，有意思吗？,7751768155
16,有无老哥知道江湾怎么溜出去,7744626476
4,江湾校区图书馆,7749893545
1,请问现在江湾解封了吗，北门跟中门可以进出了吗,7751428183
1,请问现在江湾北门可以自由进出了吗,7751492654
29,这个天气晚上开空调的舍友是什么贵物,7750103461
0,有兽医专业在读研究生吗？,7751546229
16,解决不想下载菜鸟裹裹app，又想拿快递的问题，方法仅适合支付宝,6982191857
52,能改名成功吗 广科大还是广理工阿,7723657018
13,有无懂哥,7748821962
5,急急！请问有人有出去租房开的长期假条吗？想要模板，谢谢！,7750971469
4,22佛科院电子信息调剂群,7744666476
,,
6,想问下仙溪什么时候解封,7750006093
0,仙溪教资拼车,7750989643
10,请问动科的学生们,7467484401
3,想问一下哪位同学有兽医传染病这门课的复习资料或者PPT啊？,7749004592
25,咱就是说。蚌埠住了属于是,7746176501
7,江湾热水,7749827430
21,大家转专业都想转去哪？,7743479499
1,求助:滴滴早上6点多打得到车吗？会被放鸽子吗？,7750578005
46,贴吧最近的热度不行捏 只有巅峰时期的10分之一,7690264548
0,有畜牧专硕的学长或学姐吗,7750530848
3,智用楼装修,7748289904
7,有个关于转专业的问题,7750121853
4,省考！！！,7750054750
24,有小道消息？,7746518197
2,uu们，仙溪现在是解封了吗,7749895992
21,仙溪可以出校了吗,7749337050
2,学科教学思政是在江湾校区还是仙溪校区？,7750008534
8,求助，有没有数院教务处的联系方式啊,7749333067
16,吐槽一个事情,7742043982
7,转专业,7743624479
6,转专业的笔试面试，大伙是怎么准备的,7749797879
0,请问江湾的游泳馆有开吗？,7749861191
6,家人们快康，佛大复习宝小程序,7736834146
0,找学生兼职,7749778686
2,想请问一下有电动车的家人们（江湾）,7667099921
3,有木江西宜春滴,6034273269
28,。。。。。。,7734264569
4,电子信息多少分有机会调剂啊,7749390528
22,关于佛山科学技术学院研究生,7542381485
5,有没有仙溪无领导的同学,7733838576
2,江湾校区现在能出去吗,7748728053
1,求考研复试,7749272730
329,有什么问题尽管问丫～,7504575582
6,转专业要求,7748583468
3,往届毕业生怎么拿到成绩单？,7747405072
4,谁可以拉我进应届生群？,7748852589
1,哪位同学有兽医传染病的复习资料或者是PPT捏？,7749006726
4,仙溪校外商家找学生兼职，有学生吗,7748697727
23,骏腾我吊雷楼谋臭閪,7748661274
22,刚在keep上看到的,7739828882
0,大学转语种,7748896711
2,转专业,7741872682
36,这个是真的吗,7747349599
18,大学来啦,7747092668
1,有没有好大哥把它撬开,7748698788
14,能调剂去佛科土木吗,7740972752
34,21届自动化新生，电子信息、自动化和计科学长学姐请进🐶,7464218586
12,英语成绩出来了,7746133468
11,21年撤了这么多个专业？,7738314961
10,关于六级~,7739799294
,,
11,已经毕业一年的老师姐询问：请问下哪里可以申请到英语版本的成绩,6498413480
24,我爱摄影协会,4763604865
1,考驾照如何出去,7748068233
1,现在外校的人能进校吗,7739710517
3,买书求助贴,7729479547
7,坐共享单车坐了一屁股的水,7736437348
34,佛科省重+1,7631516103
10,刷卡太麻烦了，大伙来刷手机吧,7730785261
21,高考之后，我来到了佛带,7745096428
7,关于转专业,7747917707
10,仙溪区寄机电工程专业在哪个区,7748006836
11,这名字谁不爱,7746413082
1,考研调剂求助,7746824099
2,校园网合租,7747489486
34,有个问题困扰我好久了，我们新校长呢？,7743576552
26,怎么回事呢,7746973314
9,成绩排名一般啥时候能出,7746549961
0,仙溪美团外卖的问题,7747902535
50,如果转专业成功了，问一下师兄师姐，转专业成功了要重交一年学费,6001784223
10,请问有在读的现代教育技术研究生学长学姐吗？想咨询一下问题,6869368555
94,。,7421759457
17,现在出去是要纸质假条还是辅导猫 有无懂哥,7745595990
14,求助考研 学科教学语文 专业的学长学姐,7674472311
1,急用,7747374846
4,仙溪校园内有健身房吗,7745598952
0,有无罗定同乡群？,7747314816
1,食品加工与安全专业复试,7745164763
0,好啊好啊,7747258349
15,转专业的同学，想转进去哪个专业啊,7741897132
7,仙溪电动车抓的好严，听说假牌也要被抓,7746136531
21,我以为它就是个青菜🤗🤗🤗,7746421183
29,各位朋友你们好,7314356282
6,学弟们，有没有在三水（辉记）佳讯达驾校学过车的？,7742613313
2,请问学科思政研究生是在哪个校区,7746640569
5,uu们，盗梦空间的志愿时长怎么转志愿学分,7745213765
1,江湾南门可以直接出去吗,7746501403
12,正式定了！即将更名大学,7741050587
6,老公却假装不知道，有一天她出车祸了,7707414215
2,收一台电动车,7746246908
2,仙洗的学生宿舍管理中心在哪里呀友友们,7745080503
39,这波是在说转不了比高考分数高了的专业吗,7741040332
2,求回答,7740967061
7,转专业,7745015538
2,农发调剂到食品或者渔业发展,7281141407
13,有什么办法可以出学校吗？,7740923868
0,有没有住创产附近的姐妹，周六中午帮忙排个号，一个钟二十,7746065459
32,【招新】佛大ACM/ICPC集训队近日正式成立了！,7577223499
42,说出那个字,7736860661
0,现代教育技术研究生,7746007104
4,关于学校小偷这件事,7745626095
,,
2,有没有师兄师姐上过姚朝文老师的文学概论课，怎么样？？？,7523853236
17,请问佛山科技学院的建筑学专业怎么样呢？,3139048162
15,请问广州理科499能进建筑吗。。,6194692326
14,可以出校门吗,7744609419
14,新生的我怎么感觉饭堂这么贵，尤其一楼，都不去一楼了,7531307780
2,标题太过显眼整出一堆校外的凑热闹,7735426108
19,怎么说，兄弟萌,7627102724
1,有人转专业到思政的吗早上听老师说就业不行,7745546688
7,大的要来了,7638819057
15,？？？,7743576161
1,现在学校能回去吗,7745482532
80,我已经辞去吧主了,7742992444
12,求考研810数据结构相关资料有偿,7505578921
11,求二手电动车,7737233385
0,兽医专硕调剂,7741217555
9,请问我们学校有无领导面试练习群吗？,7721139489
15,关于开学以来的一些问题,7744111266
9,会多几个ESI 1%。。。,7711775667
55,听说河北不管初中还是高中都是5:30起床。。,7732148816
3,江湾不能出校门了吗？,7743256534
30,请我贵校的动物医学怎么样啊,7424363804
23,xdm仙溪那个驾校好点，驾校内部人员就别进来了,7545867843
1,求问,7744680069
0,有无江湾校内租房可出租居民出入证呀？,7744802095
4,没了这波，血亏,7744171961
1,2022年各二级学院面向普通全日制本科生转专业接收计划汇总表,7744538073
33,无比盼望改名,7726487800
5,研究生调剂，兽医专硕,7253469184
103,xdm，小道消息，大的要来了,7733851636
6,江湾校区平面图,7742268104
2,想问一下21年电子信息工程的录取分是多少,7743556350
12,想问一下转专业转到其他学院，体育课怎么办？,7743757788
4,请问人文学院的琴房在哪里啊,7744106951
1,收书,7744298494
4,江湾的快递点什么时候开,7726671098
22,停课一日？,7743221747
49,D8怎么了,7742927719
10,大家都是去哪里找往年的期末试卷？,7743273542
3,有没有往年考考研考贵校810数据结构的师兄师姐，想问下 试卷,7029733874
29,请问有电子信息专硕的师兄师姐吗？,7441534329
28,19控制工程。控制技术综合,6049570726
16,我好像懂了,7741692717
9,这下糟了🐮🐮,7743081437
1,电动车上牌,7742727236
3,封校,7732482686
0,转专业需要笔试的会给考试方向吗？,7743899126
4,这个要塞啥,7743757006
148,我是佛科院学科语文今年刚上岸的师姐！有想今年考这个专业的，有,6700961844
0,大学物理1B2学时，学分是多少吖,7743842331
16,今日首蚌😆,7657981415
,,
21,今天星期几？,7688287806
17,仙溪北区饭堂哪个窗口打白饭便宜点,7740650515
24,佛大VS广理,7738381843
34,在这个成双成对的普天同庆的日子,7735299939
45,假期结束，开学咯,7729507407
26,论关于乌克兰舆论战的原因,7742414688
20,佛山爆水管大学,7733754569
20,宝子们，大🔥说说这些高校被选中都有啥共同特征,7718291257
39,兄弟们破大防了,7714315744
27,更名真是害人不浅,7716750618
520,非常严重,7241161480
18,我是校外的，下周想来参观一下佛大。不知道能不能直接进,7735109680
6,12月份学校里的计算机二级考试,7735786052
12,考研调剂,7735637013
57,8U们都过了吗,7737828282
6,关于明天停课,7743246442
9,各位大佬，仙溪怎么点麦当劳外卖？,7742803746
15,学科英语401可不可以调剂贵校呢,7736744955
7,想问一下仙溪校区现在能不能出去,7742914599
21,明天还上课吗？,7743137415
0,仙溪,7743486843
20,每日一问，啥时候能改大,7742267754
3,求求了求求了上网课吧!!,7743190809
3,怎么了怎么了,7743225024
0,仙溪有密接，全部人大晚上拉去核酸,7743195977
0,有哪位同学知道周五补考的微观的范围呀？,7743180575
16,所以江湾图书馆还不能开馆是吗？,7730255023
1,蹲一个语文专业孙琪老师的联系方式,7742601575
2,学校内大一生暑假可以留校吗,7742456485
0,吐槽一个事情,7742407364
2,请问佛山大学附近有租房吗,7742081095
1,滴滴,7733543379
9,家人们，南区男生宿舍哪个宿舍有空床位啊,7741207477
0,求佛山兼职群,7742276268
0,有没有江湾校区的地图,7742269257
2,健身房改造,7742082854
2,😭😭,7742087268
2,有外省转专业成功的前辈吗,7739781488
2,校园网怎么给我断了，本来就垃圾了。,7741944269
7,苹果手机如何连佛大秀，我用掌上大学连不了,5006784269
5,广东理科530排名七万四千多报计算机科学与技术有希望吗？学长,6841624758
11,佛大高建聘员待遇如何,7741584038
10,百日誓师大会,7741250362
0,请问现在北院可以进出吗，我是毕业生想回来看看,7741640065
5,跑步作业截图分享,7741129987
6,学科思政在佛大前景好吗，在佛山就业的话,7740808092
0,有没有喜欢玩游戏的,7741225300
12,请问有人养过龟的吗，什么品种好养又好玩,7739446261
4,家人们 求一个学科语文的师兄师姐呀，最好是调剂上岸的,7740731982
0,食品加工与安全,7740743864
,,
59,关于想考研调剂的一点点提示,5565510404
0,找魏兴琥教授,7740653983
4,仙溪封闭管理?,7739936063
5,有学科英语的研究生吗师兄师姐吗？请问你们怎么选导师,6933700247
3,计算机大三还要学英语吗,7739583369
1,求图求图l,7739214420
3,希望能有个跑腿大佬 能帮我去西苑餐厅,7738589239
1,兽医专硕319分调剂贵校有希望么,7740083530
3,出去校门,7739940059
0,求导师邮箱,7740045625
2,我是佛科院新人主播，可以来看看吗？,7739989532
85,有同学想来佛大医学院的吗？医学检验技术专业了解一下？,5771857167
2,兽医专硕291分能调剂到贵校的兽医或畜牧吗,7739965731
1,23毕业生考公求助贴（19届）,7739904867
0,蹲一个兽医学硕师哥师姐,7739650360
12,放假了就好少人发帖哦,7702026526
8,高考,7738384824
2,22考研调剂，求导师邮箱,7739245435
5,分享：读研两年了,7733644596
1,有没有一起玩航海狼人杀的盆友阿,7738592118
2,有没有会计的hxd说一下统计学难不难,7737817633
0,求车,7739177997
6,请问一志愿西南交大机械专硕292有望调剂进贵校吗？,7738748922
0,校园网怎么了,7739132062
4,宿管阿姨呢,7738203546
0,大二英语考试范围是啥啊,7739120928
1,这个学校333压分吗？保护第一志愿吗？,7739096619
2,收书收书📖,7732769935
5,戒色吧入侵佛带了？,7737609277
0,各位吧U，想问一下汇通楼有专门用来自习的教室吗,7737908493
25,20学科教学思政上岸了有问题快来问我啊,6722349403
2,光源原理与设计第二版,7735272204
0,请问uu们有贵校机械的调剂群吗,7737953808
10,寻找计算机二级一起去的。华师石牌，27号，下午14点多的考的,7272004166
1,大学选修课,7737748627
0,现在能自由出入校园吗，在外实习的🐭🐭想回宿舍拿东西,7737797864
2,哪位鼠鼠那么调皮,7737682370
1,"2022年三月星耀杯LOL高校赛,王者荣耀女子赛二十万奖金池等你来战",7737659837
0,考研考研考研,7737621736
2,铁子们，贵校的兽医学硕临床兽医怎么样？,7735324406
27,天气逐渐变冷了，大家记得加衫哦,7589617883
6,仙溪自修室,7733410105
9,穿T听古典音乐怎么上课的啊,7736729322
27,我们学校有教育网邮箱注册吗,5646449825
2,想租个宿舍床位,7716381953
5,想健身的萌新,7729849952
0,求贵校食品学院的研究生学长学姐，想咨询一些事情,7737051894
10,不懂就问，学校有闲置二手群吗,7582438235
7,这天美的，想念啊……,7735245526
44,求佛山科学技术学院学科数学教育的学长学姐，我是21的考研生，,6751707247
,,
8,关于佛科院国际商务 专硕 调剂,7259623311
51,学长今年考研一志愿金融，调剂到佛科院的国际商务专业，想和学弟,6157330975
9,有国际商务的研究生学长或学姐吗？孩子被拟录取了，想咨询一些问题,7297378567
41,佛大的这场耻辱性的大败,7727191351
5,哪位老哥知道这学期学校俱乐部还开设吗？,7733714465
5,有卖二手电动车的么,7732645035
7,高等数学考试,7735664936
10,在学校和不认识的人合租校园网，会不会有什么危险？,7731766425
3,2022.2.22发个帖留念一下吧,7735870230
2,英语,7735662347
9,出99新吉他,7726670538
13,出售100元热水卡，好兄弟萌。,7584169011
0,⚽️📖,7735941789
0,路过的英语大佬来看看,7735901853
0,#补考#兼职呀,7735893686
5,有校车吗,7634461142
0,这水为什么两天都没送了？是出什么问题了吗？,7735727480
25,学科英语调剂,6064143386
2,23考研学科思政求书,7735528936
2,考研人什么时候准备复试,7735312397
0,7-15天短期兼职,7735189609
1,求出运营管理的书🙏🏻,7734849679
2,学科语文调剂,7734923926
3,有没有准备考公或事业单位的同学,7686932737
3,电信校园网,7734229494
1,江湾校园网合租,7734521204
2,二手电动车,7734232419
16,找在读研究生学科思政的学长学姐！！,7303713767
54,我想约暴躁小纵去祖庙玩VR游戏,5636897873
0,求购光源与照明专业课本,7734322133
43,一句话，如何向其他人介绍FSU,7684746752
0,无语。。。。,7733991466
39,开学后校外人员可以进去参观吗？,7714856499
9,【小白关于校选课的问题】,7246364837
8,兄弟们求助,7733192905
0,收书哦,7733795401
2,要考试啦要考试辣,7729144938
0,鼠鼠想问补考一般是什么时候,7733618884
25,各位老铁，有没有开学考高数A2的。有题没有啊,6231461406
8,能开车进学校吗,7715948469
2,明天就开始封校？,7732543621
6,校园网电脑连了没有弹开登陆界面是咋回事？,7732915357
50,兄弟们冲！学校出校最新规定来了,7540682259
5,冬天没有热水,7732882481
8,找合租dd,7723275842
0,d1是没有热水了吗,7733052518
8,完了 芭比q了,7730629650
3,这新热水表也太恶心了吧,7731020130
1,明天就开始上课啦,7732756932
112,励志篇（佛大学子讲述考研心路历程）——给选择考研的您！,1764672936
,,
0,仙溪收一本收大学语文与实用写作，和近代史(版本新一些的),7732863942
90,大四emo严重，心态连崩一个月。工作也不好找，学校开的招聘会,7654467445
11,卖书啦！光源与照明专业，其他专业的也可以看一下公共课哦，实惠,7399750298
2,收书收书📖,7729420752
6,或许有人需要吗 好占地方,7732673541
5,仙溪食堂？,7731786140
1,出光源与照明专业的书啦，有师弟师妹要买的吗,7327347020
0,会计大四的师兄师姐有转书的吗？,7732675104
5,问个事儿吖,7732122751
9,转专业,7730171747
3,为什么要删我帖子？,7731789615
8,兄弟们啊记得带伞,7731578572
5,家人们！！！,7731719485
3,有没有畜牧专硕准备复试的好兄弟或者是能给指导一下的帅哥美女，,7725179124
4,学业奖学金,7633414716
3,#求助#,7730164986
1,财经应用文写作有无的帅哥美女们,7730170319
1,求问,7731053227
1,中门能进吗,7730908352
5,各位师兄师姐，请问一下怎样快速修满志愿时长啊,7553540380
11,到梦空间的志愿时不能转换成学分,7689122962
0,佛科院的同学你们好,7731140619
17,昨晚我们佛山说唱学院学子有人去听说唱吗,7561997373
6,有没得宝安区的uu拼车回仙溪的啊？,7729497481
1,开学封校后美甲怎么办,7729881365
0,旧书转转,7730690337
74,鄙人刚从2025年回来，聊聊未来三年将发生的事情,7725357093
3,有仙溪二手书群吗？,7730457506
20,学校百度贴吧关注人数造假,7684127667
1,有好心人了解可不可以随意进出呀？江湾校区路过,7730186947
10,注册时间有通知了吗,7730065930
0,求书,7730167357
7,经管院求书！！,7729915479
1,借宝地，征1名家教，谢谢。,7730116413
2,收书收书啦,7729806838
2,今天是2月14日,7725483465
53,普通人不是班委没有加入机构，大学四年能顺利轻松修满学分和志愿时,7066477883
5,230-220x0.5=?  20-10x0.5=?,7676366930
2,收书,7729574972
0,大三 工商管理的书，有学长学姐出吗？,7729835544
0,想问下有没有 工商管理 大四 的呀？出二手书吗？,7729832194
0,收书收书,7729700426
0,找兄弟姐妹,7729589221
28,大家都什么时候返校，进来说下校区和时间,7716929522
1,求二手书群分享,7729331755
33,要开学咯,7718486474
0,有校园聊天群嘛,7728601605
8,可以晚一天返校吗,7726374632
11,jyb2022工作要点,7727586313
49,第二轮双一流公布,7724870937
,,
13,改名了，xdm,7722289588
5,网线,7704361435
1,佛科的教育硕士，有没有免试发教资,7711211578
4,218渣男,7722313281
58,真羡慕学生时代，突然怀念起来,7646650652
26,理工大学要来啦～,7616226713
4,早睡吧佳人们,7725677204
15,市外返校，推荐下怎么安排核酸不用睡路边,7725038441
2,仙溪的床是多大的？,7717842867
5,哈哈哈哈哈哈…开学来咯,7724217675
1,仙溪水库为什么少了很多钓鱼的，都被赶走了?,7721007624
2,学院是20号返校，可以提前18号返校吗,7723453565
6,佛大什么时候开学,7712220089
